Country Name,Year,Log of GDP per capita,Life Expectancy at 0 Log,Life Expectancy at 40 Log,Life Expectancy at 60 Log,Life Expectancy at 65 Log,Life Expectancy at 80 Log
Belgium,2002,10.848327701666008,4.357677713064998,3.677565694213663,3.0819099697950434,2.8763855159214247,2.0347056478384444
Belgium,2003,10.854467341642051,4.358364740676177,3.6788291182604347,3.0819099697950434,2.8763855159214247,2.0149030205422647
Belgium,2004,10.88522863788986,4.36790297342656,3.6951100038645723,3.109060958860994,2.9096295745005794,2.0731719286662407
Belgium,2005,10.902680037484922,4.369200832086582,3.696351468952637,3.1112906141882632,2.91235066461494,2.0856720914304723
Belgium,2006,10.921287578304577,4.3742525924607545,3.7074558396868715,3.128951117340214,2.9338568698359038,2.128231705849268
Belgium,2007,10.950053656097163,4.379309532066557,3.716008121502189,3.1441522786722644,2.952302715626655,2.163323025660538
Belgium,2008,10.946612980481817,4.378024735245555,3.713572066704308,3.139832617527748,2.9496883350525844,2.151762203259462
Belgium,2009,10.919318506774534,4.38245337285819,3.720862499966987,3.152736022363656,2.9652730660692823,2.1804174590198384
Belgium,2010,10.936924442102944,4.3843106097908375,3.724487881581304,3.1548704948922883,2.9678470700644555,2.191653532286764
Belgium,2011,10.943041861271636,4.389317067891161,3.7316994512968646,3.169685580677429,2.9856819377004897,2.2137538792874296
Belgium,2012,10.938995937089164,4.386832142826809,3.7268975213014572,3.1570004211501135,2.970414465569701,2.186051276738094
Belgium,2013,10.93733282356333,4.389347333846582,3.7316994512968646,3.1633631149379418,2.975529566236472,2.1972245773362196
Belgium,2014,10.950394888237271,4.397996003826403,3.7471483622379123,3.188416617383492,3.0032042883926917,2.2460147415056513
Belgium,2015,10.959234467872037,4.394358816394528,3.7400477406883357,3.173878458937465,2.9882040071331994,2.21375387928743
Belgium,2016,10.966035833622465,4.399854573236352,3.7495040759303713,3.188416617383492,3.0032042883926917,2.2512917986064953
Belgium,2017,10.976820584100786,4.4005132362163515,3.750679855019383,3.188416617383492,3.005682604407159,2.2407096892759584
Belgium,2018,10.990874261655323,4.401769480158655,3.7530272739376884,3.192531849528599,3.0081547935525483,2.2460147415056513
Belgium,2019,11.009604935561976,4.406659757080113,3.7612001156935624,3.204776900488699,3.0204248861443626,2.277267285009756
Belgium,2020,10.956178419106639,4.390678126732694,3.7316994512968646,3.150596984114906,2.954910279033736,2.145931282948669
Canada,2000,10.785644166106874,4.371557388741319,3.7049988359938197,3.1157350659486873,2.920469789053444,2.151762203259462
Canada,2001,10.79335952044246,4.374473793391936,3.7111300630487563,3.126760535960395,2.928523523860541,2.157559320943788
Canada,2002,10.812063160230402,4.376143509354232,3.7123518102990785,3.128951117340214,2.9338568698359038,2.169053700369523
Canada,2003,10.820973530618858,4.37845930368316,3.717223927123079,3.1376657694426573,2.9418039315284354,2.1804174590198384
Canada,2004,10.842106797596552,4.381929068914498,3.7232808808312687,3.1463051320333655,2.954910279033736,2.186051276738094
Canada,2005,10.864235898720517,4.383434180241688,3.728100167267218,3.152736022363656,2.962692419475791,2.1972245773362196
Canada,2006,10.880137805867193,4.388799379521988,3.7364784329132155,3.169685580677429,2.9780773383152703,2.2192034840549946
Canada,2007,10.890723032599249,4.388799379521988,3.7376696182833684,3.1675825304806504,2.9780773383152703,2.2192034840549946
Canada,2008,10.88978916887947,4.391043784580802,3.7400477406883357,3.173878458937465,2.9831534913471307,2.224623551524334
Canada,2009,10.84875790109217,4.395264841168998,3.7483269127573564,3.186352633162641,2.998229153752578,2.2512917986064953
Canada,2010,10.868084409928096,4.398418982001334,3.754198920234579,3.1945831322991562,3.005682604407159,2.256541154492639
Canada,2011,10.889220237738222,4.400390518283371,3.756538102587751,3.1986731175506815,3.0106208860477417,2.2617630984737906
Canada,2012,10.895787048941603,4.40260908699414,3.7612001156935624,3.204776900488699,3.0204248861443626,2.277267285009756
Canada,2013,10.908245026309118,4.4036031539919,3.7623622308737397,3.2088254890146994,3.0204248861443626,2.277267285009756
Canada,2014,10.92656036704281,4.404086397036795,3.763522997109702,3.2088254890146994,3.022860940942244,2.277267285009756
Canada,2015,10.925436043426926,4.404468053765144,3.764682417529437,3.2108436531709366,3.0228609409422433,2.277267285009756
Canada,2016,10.92445259646426,4.405802706027163,3.768152635008444,3.2188758248682006,3.034952986707272,2.2975725511705014
Canada,2017,10.942385481421502,4.404679691099953,3.768152635008444,3.214867803470662,3.0301337002713233,2.2874714551839976
Canada,2018,10.955113402493552,4.404813804279752,3.768152635008444,3.2168738221975275,3.0325462466767075,2.292534757140544
Canada,2019,10.959400774453721,4.409446043734284,3.7750571503549883,3.2268439945173775,3.044522437723423,2.307572634505085
Canada,2020,10.896861252001967,4.40257025942245,3.765840495250065,3.2188758248682006,3.0325462466767075,2.292534757140544
Chile,2000,9.772706248093096,4.34211568336104,3.654546775033431,3.0516399054922867,2.8535925063928684,2.0980179272527715
Chile,2001,9.792202474041533,4.340853015841043,3.6597080768136565,3.058707072715379,2.859339648648436,2.1102132003465894
Chile,2002,9.812690345234872,4.349568006999722,3.664842876285695,3.068052935133617,2.8707357833793057,2.1162555148025524
Chile,2003,9.848376118849115,4.348818807832716,3.6699514442284173,3.075005454448499,2.8763855159214247,2.128231705849268
Chile,2004,9.90289195420265,4.351773591502861,3.6750340472918834,3.0819099697950434,2.887590114934288,2.1400661634962708
Chile,2005,9.949697563351764,4.356913933858807,3.6800909480808572,3.091042453358316,2.89591193827178,2.151762203259462
Chile,2006,9.998673628276226,4.360049394620384,3.685122405236224,3.100092288878234,2.9041650800285006,2.163323025660538
Chile,2007,10.039276675006967,4.354475565586591,3.6901286735143684,3.106826321059578,2.91235066461494,2.169053700369523
Chile,2008,10.066478887357935,4.362894782357855,3.6951100038645723,3.1135153092103742,2.920469789053444,2.180417459019838
Chile,2009,10.04514686463595,4.3661639854603465,3.700066643504501,3.122364924487357,2.928523523860541,2.191653532286764
Chile,2010,10.091969737795702,4.363111363560727,3.7049988359938197,3.128951117340214,2.93651291389402,2.2027647577118348
Chile,2011,10.142482610642102,4.370839289033305,3.708682081410116,3.1354942159291497,2.9444389791664403,2.2082744135228043
Chile,2012,10.192620288516586,4.369738949334723,3.713572066704308,3.1419947805322432,2.952302715626655,2.2192034840549946
Chile,2013,10.215632393117286,4.373729811023894,3.7184382563554808,3.1484533605716547,2.9601050959108397,2.2300144001592104
Chile,2014,10.22343191828844,4.3754173413339466,3.7232808808312687,3.1570004211501135,2.9678470700644555,2.235376343300596
Chile,2015,10.234507402590435,4.378846583667251,3.7268975213014572,3.1633631149379418,2.975529566236472,2.2460147415056513
Chile,2016,10.239791751111168,4.383013647416508,3.7316994512968646,3.1696855806774287,2.9806186357439426,2.2512917986064953
Chile,2017,10.237437881104489,4.386392092183521,3.7364784329132155,3.1759683238569245,2.9882040071331994,2.2617630984737906
Chile,2018,10.258708860958503,4.383687754250514,3.7412346844478646,3.1822118404966093,2.995732273553991,2.277267285009756
Chile,2019,10.249041320153072,4.386093354348643,3.7436043538031827,3.188416617383492,3.0032042883926917,2.2874714551839976
Chile,2020,10.176673503455127,4.374208653745814,3.7483269127573564,3.1945831322991562,3.0106208860477417,2.2975725511705014
Colombia,2000,9.286765088760559,4.267176792994939,3.609565647394211,3.0007198150650303,2.803360380906535,2.0731719286662407
